recStatus,primaryKey,mTrnFmly,mTrnGrp,mTrnType,mTrnTypo,internal,portfolio,counterparty,strategy,mInstrument,mPlInscur,mMktIndex,mCommentBs,mBtrader,mBcomment0,mBcomment1,mBcomment2,mBsection,mBentity,mStrader,mScomment0,mScomment1,mScomment2,mSsection,mSentity,mTrnDate,mTrnExp,mBrwNom1,mBrwNomu1,mBrwNom2,mBrwNomu2,mBrwRte1,mBrwRte2,mBrwMrg1,mBrwMrg2,mAlmStrate,mAnSegment,mBlockpymnt,mBmaFact,mCustdyAcc,mCustdyPos,mDerecog,mDfUsiPre,mDfUsiVal,mDfVenue,mDmtradedat,mEmUtiPre,mEmUtiVal,mExptMat,mForbear,mFundedNb,mGainshare,mHedgetype,mIfrsMacro,mIfrsOffse,mIfrs9Class,mIfrs9Hedge,mIfrs9Model,mIntxferPr,mModcshflow,mOptionTyp,mRestrucDt,mRestrucFg,mSgExclude,mSpbaMidas,mSppi,mTdr,mRplAmo,mRplUsrdat,mRplDate1,mRplDate2,mRplAmttyp,mRplCur,mAccPror
"MISMATCH","191328","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","Former GENRE SWAP","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","19971121","20290215","25000000","USD","25000000","USD","7.125","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191328","","0","OIPBYND1F4","DCLNY191328","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","19981126","20290215","USR","","0"
"MISMATCH","191329","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL111A","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","Former GENRE SWAP","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","19980715","20290215","25000000","USD","25000000","USD","7.14","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191329","","0","OIPBYND1F4","DCLNY191329","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","","","USR","","0"
"MISMATCH","191330","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135E","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20001220","20290215","15000000","USD","15000000","USD","6.95","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191330","","0","OIPBYND1F4","DCLNY191330","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20001226","20290215","USR","","0"
"MISMATCH","191331","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135F","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010109","20290215","20000000","USD","20000000","USD","6.945","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191331","","0","OIPBYND1F4","DCLNY191331","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010112","20290215","USR","","0"
"MISMATCH","191332","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135G","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010118","20290215","10901000","USD","10901000","USD","6.983","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191332","","0","OIPBYND1F4","DCLNY191332","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010123","20290215","USR","","0"
"MISMATCH","191333","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135H","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010209","20290215","5000000","USD","5000000","USD","7.02","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191333","","0","OIPBYND1F4","DCLNY191333","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010214","20290215","USR","","0"
"MISMATCH","191334","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135I","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010312","20290215","41105000","USD","41105000","USD","7.065","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191334","","0","OIPBYND1F4","DCLNY191334","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010315","20290215","USR","","0"
"MISMATCH","191336","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135Q","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010920","20290215","3450000","USD","3450000","USD","6.935","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191336","","0","OIPBYND1F4","DCLNY191336","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010927","20290215","USR","","0"
"MISMATCH","191337","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135S","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010921","20290215","10000000","USD","10000000","USD","6.9325","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191337","","0","OIPBYND1F4","DCLNY191337","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010926","20290215","USR","","0"
"MISMATCH","191338","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135R","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010921","20290215","10500000","USD","10500000","USD","6.925","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191338","","0","OIPBYND1F4","DCLNY191338","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010928","20290215","USR","","0"
"MISMATCH","191339","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135T","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","Former GENRE SWAP","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010926","20290215","10000000","USD","10000000","USD","6.9","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191339","","0","OIPBYND1F4","DCLNY191339","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20011001","20290215","USR","","0"
"MISMATCH","191340","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135X","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20011030","20290215","8495000","USD","8495000","USD","6.88","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191340","","0","OIPBYND1F4","DCLNY191340","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010815","20290215","USR","","0"
"MISMATCH","191341","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135Z","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020228","20290215","4000000","USD","4000000","USD","6.965","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191341","","0","OIPBYND1F4","DCLNY191341","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20020305","20290215","USR","","0"
"MISMATCH","191342","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL135DD","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020802","20290215","13800000","USD","13800000","USD","6.925","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191342","","0","OIPBYND1F4","DCLNY191342","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20020807","20290215","USR","","0"
"MISMATCH","191348","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL148B","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","former GENRE swap","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","19981020","20180301","13235000","USD","13235000","USD","6.25","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191348","","0","OIPBYND1F4","DCLNY191348","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","19981023","20180301","USR","","0"
"MISMATCH","191350","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL148C","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","former GENRE swap","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","19981020","20190301","20030000","USD","20030000","USD","6.35","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191350","","0","OIPBYND1F4","DCLNY191350","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","19981023","20190301","USR","","0"
"MISMATCH","191607","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL90E","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010314","20291203","6500000","USD","6500000","USD","7.986","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191607","","0","OIPBYND1F4","DCLNY191607","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010319","20291203","USR","","0"
"MISMATCH","191700","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL90S","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010717","20270115","10395000","USD","10395000","USD","7.534","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191700","","0","OIPBYND1F4","DCLNY191700","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010720","20270115","USR","","0"
"MISMATCH","191709","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL90W","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010921","20261201","5000000","USD","5000000","USD","7.825","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191709","","0","OIPBYND1F4","DCLNY191709","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20010928","20261201","USR","","0"
"MISMATCH","191712","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL90X","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","former Genre Swap","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20010926","20291203","10000000","USD","10000000","USD","7.69","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191712","","0","OIPBYND1F4","DCLNY191712","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20011001","20291203","USR","","0"
"MISMATCH","191737","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL159AB","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","former Genre Swap","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","19990203","20280417","25000000","USD","25000000","USD","5.8925","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191737","","0","OIPBYND1F4","DCLNY191737","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","19990115","20280418","USR","","0"
"MISMATCH","191753","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL192","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","former Genre Swap","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","19991008","20210816","13500000","USD","13500000","USD","7.335","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191753","","0","OIPBYND1F4","DCLNY191753","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","19991013","20210816","USR","","0"
"MISMATCH","191765","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL309","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20011129","20341201","5000000","USD","5000000","USD","7.659","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191765","","0","OIPBYND1F4","DCLNY191765","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20011204","20341201","USR","","0"
"MISMATCH","191766","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL332","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020313","20280601","35000000","USD","35000000","USD","6.378","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191766","","0","OIPBYND1F4","DCLNY191766","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","","","USR","","0"
"MISMATCH","191771","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","JPMCHBKNY","DCL200C","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020125","20290601","10000000","USD","10000000","USD","6.135","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191771","","0","OIPBYND1F4","DCLNY191771","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20020221","20290601","USR","","0"
"MISMATCH","191775","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","BQPARIBAS","DCL341D","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020725","20201215","6760000","USD","6760000","USD","9.0675","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191775","","0","1030247694","FI-STAR-108244551","","","0","0","Perfect","FVH-A-P-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20020730","20201215","USR","","0"
"MISMATCH","191776","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","DEUTSCHEBK","DCL206","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20000127","20261201","27280000","USD","27280000","USD","8.31","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191776","","0","OIPBYND1F4","DCLNY191776","","","0","0","Perfect","FVH-A-S-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20000201","20261201","USR","","0"
"MISMATCH","191777","IRD","IRS","","IRS FVH SEC","N","FLOA | ABBA","DEUTSCHEBK","DCL206C","ZRUSDLIB3M6M_U2 | USD LIBOR S 3M ANNIVERSARY","USD","USD3MLIBOR | USD LIBOR 3M","B","CAUSO | MUREXFO","","","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20000216","20261201","18000000","USD","18000000","USD","8.31","0","0","0","","","","0"," | 000076742"," | HELD","","OIPBYND1F4","DCLNY191777","","0","OIPBYND1F4","DCLNY191777","","","0","0","Perfect","FVH-A-S-IR"," | Y","FD","FVH","","0","","","","","","","","","N","N","20000221","20261201","USR","","0"
"MISMATCH","193219","IRD","LN_BR","","","N","LDEX | LTFU","DCL-HO","DCL90H","USD","USD","Swaps","B","CAUSO | MUREXFO","LTF 2","","","ACR | AFS","DCLNY | DEXIA_NY","","LTF 2","","","","DCLNY | DEXIA_NY","20030807","20210201","19208000","USD","19208000","USD","5.465","0","0","0","LTF","IntLend","","0"," | 000076742"," | HELD","","","","","0","","","","","0","0"," | Perfect","NoHedge"," | Y"," | AC"," | NOH"," | HTC","0","","","","","",""," | Y","","N","N","","","USR","","0"
"MISMATCH","193222","IRD","LN_BR","","","N","LDEX | LTFU","DCL-HO","DCL295E","USD","USD","Swaps","B","CAUSO | MUREXFO","LTF 2","","","ACR | AFS","DCLNY | DEXIA_NY","","LTF 2","","","","DCLNY | DEXIA_NY","20030807","20190701","5000000","USD","5000000","USD","5.3825","0","0","0","LTF","IntLend","","0"," | 000076742"," | HELD","","","","","0","","","","","0","0"," | Perfect","NoHedge"," | Y"," | AC"," | NOH"," | HTC","0","","","","","",""," | Y","","N","N","","","USR","","0"
"MISMATCH","193223","IRD","LN_BR","","","N","LDEX | LTFU","DCL-HO","DCL38C","USD","USD","Swaps","B","CAUSO | MUREXFO","LTF 2","","","ACR | AFS","DCLNY | DEXIA_NY","","LTF 2","","","","DCLNY | DEXIA_NY","20030807","20360902","3100000","USD","3100000","USD","5.66","0","0","0","LTF","IntLend","","0"," | 000076742"," | HELD","","","","","0","","","","","0","0"," | Perfect","NoHedge"," | Y"," | AC"," | NOH"," | HTC","0","","","","","",""," | Y","","N","N","","","USR","","0"
"MISMATCH","193224","IRD","LN_BR","","","N","LDEX | LTFU","DCL-HO","DCL38D","USD","USD","Swaps","B","CAUSO | MUREXFO","LTF 2","","","ACR | AFS","DCLNY | DEXIA_NY","","LTF 2","","","","DCLNY | DEXIA_NY","20030807","20360902","7400000","USD","7400000","USD","5.6475","0","0","0","LTF","IntLend","","0"," | 000076742"," | HELD","","","","","0","","","","","0","0"," | Perfect","NoHedge"," | Y"," | AC"," | NOH"," | HTC","0","","","","","",""," | Y","","N","N","","","USR","","0"
"MISMATCH","193225","IRD","LN_BR","","","N","LDEX | LTFU","DCL-HO","DCL90AAA","USD","USD","Swaps","B","CAUSO | MUREXFO","LTF 2","","","ACR | AFS","DCLNY | DEXIA_NY","","LTF 2","","","","DCLNY | DEXIA_NY","20030807","20301115","30000000","USD","30000000","USD","5.6425","0","0","0","LTF","IntLend","","0"," | 000076742"," | HELD","","","","","0","","","","","0","0"," | Perfect","NoHedge"," | Y"," | AC"," | NOH"," | HTC","0","","","","","",""," | Y","","N","N","","","USR","","0"
"MISMATCH","193226","IRD","LN_BR","","","N","LDEX | LTFU","DCL-HO","DCL225","USD","USD","Swaps","B","CAUSO | MUREXFO","LTF 2","","","ACR | AFS","DCLNY | DEXIA_NY","","LTF 2","","","","DCLNY | DEXIA_NY","20030807","20280104","30000000","USD","30000000","USD","5.4575","0","0","0","LTF","IntLend","","0"," | 000076742"," | HELD","","","","","0","","","","","0","0"," | Perfect","NoHedge"," | Y"," | AC"," | NOH"," | HTC","0","","","","","",""," | Y","","N","N","","","USR","","0"
"MISMATCH","194546","IRD","BOND","","OTH FVH","N","FLOA | ABBA","RAYJAMES","DCL193C","","USD","POR 7.701  0622BOND | 2121           BOND","B","CAUSO | MUREXFO","secondary market","T+87","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20011022","20220601","11.52 | 11520000","CTR","0 | 94820000","USD","116.288","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.55","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
"MISMATCH","194558","IRD","BOND","","OTH FVH","N","FLOA | ABBA","MORGANSTAN","DCL90X","","USD","QHEL 8.5 12/29 BOND | 2085           BOND","B","CAUSO | MUREXFO","","T+112","SWAPXITPAY","AFS","DCLNY | DEXIA_NY","","","","SWAPXITPAY","","DCLNY | DEXIA_NY","20010926","20291201","10 | 10000000","CTR","0 | 100000000","USD","122.696","0","0","0","","ProjCorp","","0","000300602","COLLATERAL","N","","","","0.81","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","Y","Y","20070601","20291201","USR","USD","6.697042"
"MISMATCH","194575","IRD","BOND","","OTH FVH","N","FLOA | ABBA","ROYALBANK","DCL341E","","USD","SCDA 9.375 1220BOND | 2036           BOND","B","CAUSO | MUREXFO","secondary market","T+48","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020829","20201215","2 | 2000000","CTR","0 | 100000000","USD","145.053","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.335","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
"MISMATCH","194576","IRD","BOND","","OTH FVH","N","FLOA | ABBA","ROYALBANK","DCL341F","","USD","SCDA 9.375 1220BOND | 2036           BOND","B","CAUSO | MUREXFO","secondary market","T+47","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020920","20201215","2 | 2000000","CTR","0 | 100000000","USD","148.489","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.38","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
"MISMATCH","194861","IRD","BOND","","OTH FVH","N","FLOA | ABBA","RBCDAIN","DCL326","","USD","CVL 6.5    0130BOND | 1857           BOND","B","CAUSO | MUREXFO","Secondary Market","T+100","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020227","20300101","6 | 6000000","CTR","0 | 18560000","USD","100","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.475","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
"MISMATCH","194868","IRD","BOND","","OTH FVH","N","FLOA | ABBA","BBTCAPITAL","DCL225C","","USD","WOR 6.25   0128BOND | 1976           BOND","B","CAUSO | MUREXFO","secondary market","T+90","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020603","20280101","2 | 2000000","CTR","0 | 158990000","USD","97.192","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.44","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
"MISMATCH","194900","IRD","BOND","","OTH FVH","N","FLOA | ABBA","BBTCAPITAL","DCL225D","","USD","WOR 6.25   0128BOND | 1976           BOND","B","CAUSO | MUREXFO","secondary market","T+90","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020618","20280101","2.4 | 2400000","CTR","0 | 158990000","USD","98.764","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.445","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
"MISMATCH","194912","IRD","BOND","","OTH FVH","N","FLOA | ABBA","NBCINTNL","DCL225E","","USD","WOR 6.25   0128BOND | 1976           BOND","B","CAUSO | MUREXFO","secondary market","T+85","","AFS","DCLNY | DEXIA_NY","","","","","","DCLNY | DEXIA_NY","20020624","20280101","2 | 2000000","CTR","0 | 158990000","USD","99.812","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.455","","","","","0","0","Perfect","FVH-A-P-IR"," | Y","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
"MISSING","194972","IRD","BOND","","OTH FVH","N","FLOA","FIRSTALBAN","DCL192D","","USD","SAC 7.68   0821BOND","B","CAUSO","","T+110","","AFS","DCLNY","","","","","","DCLNY","20010403","20210815","6.33","CTR","0","USD","110.561","0","0","0","","","","0","000300602","COLLATERAL","N","","","","0.505","","","","","0","0","Perfect","FVH-A-P-IR","","AC","FVH","HTC","0","N","","","N","","","Y","","N","N","","","USR","","0"
